Unnamed: 0,follower,visited
6459,helo.fulas,False
6460,japssteel,False
6461,rebeca_naro,False
6462,geovanni.eu,False
6463,angelocolognese,False
6464,tamiresporkote,False
6465,pamelajoswiak,False
6466,bruna.maria3,False
6467,ericka_yx,False
6468,fm2mix,False
6469,daniellemanziniadvocacia,False
6470,otaviowoicie.py,False
6471,pedagogalucianelarssen,False
6472,apamidias,False
6473,eu_nicoraxs,False
6474,luccagoncalves.1190,False
6475,pedro_lovn,False
6476,wellington_const,False
6477,amangabatista,False
6478,danielwacholskiro,False
6479,mariavitoria_limag,Error
6480,plautoburkath,Private
6481,karinlemos_,Private
6482,fran_matioski,False
6483,janainaricciviana,False
6484,anafernanda.gg,False
6485,jenniferbtl,False
6486,gaa_txt,False
6487,patty_hebling,Private
6488,cleu20barbosa,False
6489,tatiana.ribas3,False
6490,froisariel,False
6491,vitta3dbrasil,False
6492,gui_fms,False
6493,view0623,False
6494,evaiides,False
6495,_renatareis_,False
6496,zeladorvictoriapark,False
6497,ne.va.ssa,False
6498,keilla_melo_bueno,False
6499,anacstockler,False
6500,leticia_fpaiva,Private
6501,driele.sz,False
6502,laurabarausse,False
6503,joaolara_,False
6504,dani26farias,False
6505,wesleymailon,False
6506,cacomontenegro_fisio,False
6507,cronospandox,False
6508,lop04_,False
6509,amanda.pina3,False
6510,emy_oliverr,False
6511,innova.formaturas,False
6512,padilhavict04,False
6513,jailsonmroberto,False
6514,debo.baroni,False
6515,isisduda,False
6516,jessicabuezer,False
6517,enzo_mello_,False
6518,gabriela__aline_,False
6519,brunoika,False
6520,adriane_bvillela,False
6521,prof.joaobiral,False
6522,ana.bourscheid,False
6523,vniy.vieira,False
6524,cae.slompo,False
6525,xkmello,False
6526,bonis_ph,False
6527,laismontagnini,True
6528,kailostatsea,False
6529,amk_santos,False
6530,amandavictoriaas,False
6531,mav_rosseto,False
6532,alexandrelezan,Private
6533,im.venusz,False
6534,rpdc1912,False
6535,angelica_caetano_manchini,False
6536,a_clarakim,True
6537,marcos_vjr,False
6538,anasilva_ps,False
6539,allissonneri,False
6540,coatings_scientist,False
6541,kalli.conrad,False
6542,gustavvo_martins,True
6543,bluegaboz,False
6544,jaqueline.ces,False
6545,sbpcnaufpr,False
6546,camilapasko,False
6547,setser0,False
6548,fernandah.martins,False
6549,deborahbrandalize,False
6550,luz_angela_vera,False
6551,edgar_matte_liz,Error
6552,manu_alvesds,False
6553,luana_leticia.03,False
6554,tieminat,False
6555,edson_diegoo,False
6556,cmili_vihh,False
6557,vane_vane_p,False
6558,luuu.vicente,False
6559,luana_ry_,False
6560,lucasd_arias,False
6561,brufonteso,False
6562,danielgco,False
6563,roselisynoue,False
6564,profe_keylla,False
6565,luanglaab,False
6566,daniela.zanin,Private
6567,einubiarodrigues,False
6568,berger_fernanda,False
6569,guischwankab,False
6570,schetz_duda,False
6571,sabrina_rodri14,False
6572,arnwldo,False
6573,csslet,False
6574,rochaa_saa,False
6575,napaula.cwb,False
6576,laisspisila,False
6577,liliancbr,False
6578,camilanpinto,False
6579,profjulias,False
6580,ezangelaoliveira,False
6581,samt.alia,False
6582,patricia.lemes.patty,False
6583,hwaozil,False
6584,thamiievaristo,False
6585,gabriel_delay,False
6586,kenzo_kamiya,False
6587,ifpr.uniaodavitoria,False
6588,caahbarros,Invalid
6589,emillybragaalvees,False
6590,apenas.fer,False
6591,mariaasbrana,False
6592,robe.rtagsb,False
6593,paulo.aniz,False
6594,bernardo.vmz,False
6595,sara_azeredo_,False
6596,andrebarbero18,False
6597,farakaki_1,False
6598,conexaobgc,False
6599,_izabelevieira,False
6600,_lsilva287,False
6601,marcgiggio,Invalid
6602,utfprdv,False
6603,caique_volce,True
6604,sah.rog,False
6605,thunder.botons,False
6606,livulcanis,False
6607,rosifenili,False
6608,henrique_girotto,False
6609,jessicaduarteol,False
6610,gustav_dp,False
6611,manu_vodi,False
6612,israel.gibim,False
6613,yasmindindrele,False
6614,bergmsouza,False
6615,vvinicius.sla,False
6616,caio.frankiu,False
6617,design.utfpr2022.2,False
6618,paty_filla,False
6619,marlenekuckla,True
6620,_larissagk,False
6621,ifpr.capanema,False
6622,bizstorithont,False
6623,weberr.renata,False
6624,rodrigo_medeiros25,False
6625,carolinekuckla,True
6626,isalesch,False
6627,lara_pls,False
6628,vitor1gomb,False
6629,eduard.io,False
6630,owesmartins,False
6631,sonia_mariaprussak,False
6632,lethycia_kstad,False
6633,everton_13.3,False
6634,mari.kii,False
6635,thalesmanartes,True
6636,felipe.juchem,False
6637,luisroncaglio_,False
6638,zenitagoulart_terami_cb,False
6639,igor._carneiro,False
6640,jp_elizio,False
6641,mozart.monteiro,False
6642,gifoggiatto,False
6643,marciomdsj,False
6644,pssessi7,False
6645,vic_olivv,False
6646,lucascm77,False
6647,nmarceloromero,False
6648,isa.lima_04,False
6649,ana_carolini_ferrari,False
6650,ritasilsilva,False
6651,kupke_camila,False
6652,_lipe2,False
6653,bibitelles,False
6654,bruna_lr,False
6655,tiago_fariassv,False
6656,alinesantanadarocha,False
6657,otavioavs,False
6658,dudis_ney,False
6659,isa_rosax,Invalid
6660,utfprindelicada,False
6661,lehndas,False
6662,engenhariasolidariautfpr,False
6663,elizabete_.dantas,True
6664,unforgiven_yy,False
6665,joseaugusto_jacob,False
6666,artthailives,False
6667,laiorrayn,False
6668,rcoimbra19,False
6669,kellenlemos,False
6670,rafael.pchco,False
6671,kauan_g0mes14,False
6672,jonataslossantos,False
6673,daiane_alinee,False
6674,renatacaldaslgpd,False
6675,brenda___gabrielle,False
6676,maristtk,Private
6677,oliveiraluizfabianob,False
6678,ayshaalves_,Invalid
6679,41mohave,False
6680,annecarolinesilva1909,False
6681,giocastross,False
6682,librasdodiaadia,False
6683,marcia.maronesi,False
6684,annegcastagna,False
6685,raaafsz,False
6686,_larissa_leao,False
6687,helio_augusto_godoy_de_souza,False
6688,jv_a4,False
6689,kassiascpalmerim,False
6690,taina_nicoly,False
6691,aline_carv.olive,False
6692,_rmau_,False
6693,lopes.kionne,False
6694,claudeomircamarg,False
6695,leo_tadashi,False
6696,robson_ruann,False
6697,larydt,False
6698,caio.pcarvalho,Private
6699,alihamaro,False
6700,turkjkinesiol,False
6701,jakelineleal.85,False
6702,debibcp,False
6703,tainara.sn,False
6704,allymello9,False
6705,scharfloresta,False
6706,michellec.cc,False
6707,casmirand,False
6708,pricila.santos.395,False
6709,pe_naizer,False
6710,carvalhot.b,False
6711,lorena.morais.923724,False
6712,maryrenatarr,False
6713,afernanda86,False
6714,mih2015ribeiro,False
6715,marte_stad,False
6716,agatha_meelo,False
6717,elianemauli,False
6718,raquel_marafon,False
6719,tunts.rocks,False
6720,otavio_.pacheco,False
6721,gabrrroela,Private
6722,jackelineesteves,False
6723,kerli_cris,False
6724,vanessaporfirio8,False
6725,jamille_torrezan,False
6726,vaniaama,False
6727,m_pan07,Private
6728,marinhamd2009,False
6729,jujuribeiro1980,False
6730,joaogabrielsl,False
6731,ligiakoda_,False
6732,y_guyto,Private
6733,marcelogustavobeckerxm5,False
6734,izastrapasson,False
6735,bruno_ignes,Private
6736,cami_sbv,False
6737,rafaella_casado,False
6738,bibinhospi,False
6739,andre.stakowian,False
6740,laiskrul,False
6741,mclaranha,False
6742,anavictoriamoreno,False
6743,mariapaulabelcavello,False
6744,jean.lucasrosa,False
6745,tiago.portellla,False
6746,vep14,False
6747,guilhermemotomura,False
6748,fer.rosin,False
6749,oq_will,False
6750,zeliahbaron__,False
6751,allyssonsilvaw,False
6752,_neto_ademir,False
6753,daviklingel,False
6754,_hibymeee,False
6755,vitor.fernandoo,False
6756,andreheinen310,False
6757,vicboniatti,Private
6758,gui_avieira,False
6759,inglescomgraca,False
6760,flaviabonette,False
6761,janice.bark.toda,False
6762,davinm1,False
6763,ufprconvida,False
6764,pedro.hsmaia,False
6765,mariaeduarda.4_,False
6766,paulacbrognoli,False
6767,_cintiasiqueira,False
6768,kathleen_poina,False
6769,allemorenoo,False
6770,marciafbrandao,False
6771,amandamcavalc,False
6772,lys7schaida,False
6773,deamigurumy,False
6774,ograndeinvestidor,False
6775,laercio_j_junior,False
6776,robertaaumann,False
6777,deizilucia,False
6778,l_u_i_z_a_z_i_u_l,False
6779,brendahlizet,False
6780,gewinnerpedagogica,False
6781,nadia.fnsc,False
6782,patriciagavaribeiro,False
6783,jelh29,False
6784,user9050944,False
6785,ppgzootecnia.ufpr,False
6786,didepct,False
6787,volei.parana,False
6788,patriciasazeni__,False
6789,isadorachavesb,False
6790,minutodabiologia,False
6791,camilo_negrette,False
6792,vielmohernan,False
6793,super_eloy,False
6794,williammewes,False
6795,gabih_low,False
6796,jaquekbohrer,False
6797,luisa_waski,Private
6798,esther_sooaress,False
6799,debi.pereira_de_almeida,False
6800,jonathan.jesus,False
6801,_pat.rodrigues__,False
6802,anibaliil,False
6803,bibi_cantelle,False
6804,marilistiz,False
6805,aline.doerl,False
6806,adrianocesarwille,False
6807,estagioceinee,False
6808,teuzin.matos7,False
6809,aleexandi,False
6810,regi.nabeckhauser,False
6811,jmascarello,False
6812,lluccaskt,False
6813,duuu.m,False
6814,pietroghidoni_,False
6815,elisaklughansen,False
6816,walgandrade,False
6817,le_modeski,False
6818,utfinance.ct,False
6819,eliane.__lima,False
6820,domadoraracionalbelga,False
6821,boston_primavery,False
6822,andrielly_tayna,True
6823,giova.nnarossi0,False
6824,dezembrooo,False
6825,kevinkrychak,False
6826,dayevangelistaa,False
6827,perlafilpo,False
6828,yohann.gusso,False
6829,ppgfcet_utfpr,False
6830,cs.biologica,False
6831,alaurasch,False
6832,ana.franciskroll,Private
6833,gustavoquist,False
6834,sofia.vick,False
6835,safariaduarte,False
6836,_faria_luciana_,Private
6837,rud.maia,False
6838,_guigui64,False
6839,ericapires74,False
6840,lecomarquesine,False
6841,alicerp2002,False
6842,sushiyuuki,False
6843,lucasken97,False
6844,gabiesantanaa,False
6845,rossaluciane,False
6846,djonatanfotografia,False
6847,tvianaa,False
6848,asavi_ct,False
6849,alsfranco_,False
6850,cacia_ss,False
6851,sjplixozero,False
6852,elson.esn,False
6853,albuquerquelirman,True
6854,celina.kasai,False
6855,im_anagabriele,False
6856,dalem.curitiba,False
6857,adalberto_sanchez1,False
6858,camilasalatti,False
6859,_.fermadrid,False
6860,migu.elakt,False
6861,alinefracarolli,False
6862,psiqueme,False
6863,lc_kwi,False
6864,papodecomorg,False
6865,lexandre.br,False
6866,gabrielfelipe_11,False
6867,manuu_gsantos,False
6868,melldavet,False
6869,jane.testoni,False
6870,lare.imoveis,False
6871,mira.na.to,True
6872,gie.cremasco,False
6873,ju_lianaleal,Private
6874,rauenfelipe,False
6875,helenlusz,Private
6876,miriam.luc,False
6877,tiago_ol_,False
6878,ricardo_avalone,False
6879,silmarasilvino,False
6880,colorindo_desenhos_utfpr,False
6881,andreluisossowsky,False
6882,tydfij897,False
6883,lohany_min,Private
6884,ifpr.oficial,False
6885,ajulianerc,False
6886,leticiabbueno_,False
6887,ari.minear,False
6888,jhow_ff_21,False
6889,gkagesawa,False
6890,leonardoh_g,False
6891,layout_digital01,False
6892,flavianamaier,False
6893,pedrogrossi_,False
6894,amanda.maral,False
6895,gbrlgodinho,False
6896,louizelazzarim,False
6897,luciliaokamura,False
6898,oihamon,Private
6899,gilzanecaetano,False
6900,huaghost._,False
6901,gabsluz._,False
6902,burymeinred,False
6903,fran_oliveirali,False
6904,bizudabiologia,False
6905,prisoriabazzo,False
6906,marciomafra_,False
6907,budal_pedro,False
6908,felipeperretto,False
6909,yasmin_cardoso01,Private
6910,ana_bavutti,False
6911,fer_sppb,False
6912,consultoriaconset,False
6913,romanatanaka,False
6914,raul_sntn,False
6915,ramalhoo_63,False
6916,_giu.liano,False
6917,kakaustoco,Private
6918,evelinrdrgs,False
6919,henrique_kozar,False
6920,edbulka,False
6921,isa_bela_cp,Private
6922,gpuppi_,False
6923,marayara_carvalho,False
6924,tiagoclaussilva,False
6925,igor.heringer,False
6926,marcus.guim,Private
6927,dcgusso,False
6928,feadonai2002,False
6929,mariadelima3159,False
6930,aanaleticiaf_,False
6931,mural.utfpr,False
6932,eisabelac,Private
6933,a.abrase,False
6934,cassianaejardel,False
6935,beaatriz_lp,False
6936,waleska_a_baggio,False
6937,braiayay,False
6938,amandahflg,False
6939,fatima.gon.1,False
6940,thechristopherjonathan,False
6941,dirppg.dv,False
6942,dirppgtd,False
6943,viitorgoncalvess,False
6944,franforcelini,False
6945,felipe.spadari,False
6946,ju.linhares13,False
6947,will_jana_oficial,False
6948,phfreitas07,False
6949,janetejamille,False
6950,julio.scholz,True
6951,ma.pivara,False
6952,valentematheu,False
6953,marcus.v.pires,False
6954,karin_dos_santos,False
6955,pedro_garrett.exe,False
6956,susanajuvinski,False
6957,julianakyamada,False
6958,b_santanaa,False
6959,jrdsklassen,False
6960,ag_grabowski,False
6961,rod.melli,False
6962,moura_ezequiel4,False
6963,mtgabardo_,False
6964,thiagopolak,False
6965,aalynebittencourt,False
6966,caart_utfpr,False
6967,talita.iat,False
6968,marceladospassosbrito,False
6969,mariadufarias,False
6970,joao_salomao0,False
6971,ga_moura,False
6972,deergo.utfpr,False
6973,estherpadilha10,False
6974,braillelibrasutfpr,False
6975,luapaschoalino,False
6976,_marshallwalyff,False
6977,maat.guimaraes,False
6978,patricia_goncalves83,False
6979,horus.sct,False
6980,ovelhaeletricabrecho,False
6981,brunapospiesz,False
6982,lqs.lucas,Private
6983,everlaniasilva,False
6984,queque_eraparalermesmo,False
6985,paulobiss,True
6986,claudialimacwb,False
6987,camarotegdn,False
6988,cesar_topline,False
6989,aline.macohin,True
6990,ediletrar,False
6991,stefanni_mariane,False
6992,mur1lol,False
6993,sindimetalpr,False
6994,_r.e.bo.r.n_,False
6995,artur.meira,False
6996,drikassheiiiila,False
6997,ademar.junior.27,False
6998,beatriz_daniela_160900,False
6999,eng.miguelferreira,False
7000,elydanydeostos,Private
7001,renataribeiro.corretora,False
7002,julianasanguanini,False
7003,amanda_filpo,False
7004,anacasmoura,False
7005,bugs_1f1416,False
7006,cxnsado,False
7007,liacontessoto,False
7008,lo_klimpel,False
7009,dianafellix,False
7010,sara._.colo,False
7011,nayane_camille,Invalid
7012,rodbcl,False
7013,gabs.beatriz_,False
7014,andr_batista,False
7015,antonylopees,False
7016,caioisch,False
7017,meu_studygram,False
7018,felipecarvalhw,True
7019,lucashgl04,False
7020,fernandopateneengenharia,False
7021,claradinizn,False
7022,dayanedoring,False
7023,ioastylecuritiba,False
7024,thaism4ri4,Private
7025,equipesutfpr_ct,False
7026,biomylla,False
7027,amarcandes,False
7028,valentynebandeira,False
7029,creartsauer,False
7030,abelardoluzz,False
7031,angeoliveirah,False
7032,paulagalante_,False
7033,luceliadasilvadossantos,False
7034,nefelibatamay,False
7035,lucas_dantas2002,False
7036,_nomade7,Invalid
7037,live_estetica,False
7038,levinskihamann,False
7039,barbatocamila,False
7040,vendo_ovo_do_valorant,False
7041,jeniferno,False
7042,tccarqdesucesso,False
7043,barretocuritiba,False
7044,alikgreco,False
7045,thammirissantos,False
7046,willian.kelvin.1,False
7047,tuestudass,False
7048,josemar.soliveira,False
7049,ang_oliveh,False
7050,fernandal.brito,False
7051,anac.c.e,False
7052,mii_mercer,Private
7053,nerildefavaretto,False
7054,elizetemartins16,False
7055,brennocde_lima,False
7056,morgadowill,False
7057,lauravvalk,False
7058,moacir.pretto,False
7059,psicolarissa_demoraes,False
7060,hamedream,False
7061,joaopaulomunck,False
7062,academicpro.consultoria,False
7063,alvessjp,False
7064,pedrothomas_1_,True
7065,rlara.exe,False
7066,abc_libras,False
7067,renatoreis11037,False
7068,bigode_de_einstein,False
7069,carowtattoo,False
7070,luizferlp,False
7071,tamitaketani,False
7072,rogeriopinhaispr,True
7073,mupfederaispr,False
7074,wrobllewski.will,False
7075,isaaorlando_,False
7076,rafael_moliver,False
7077,mariahelena_oro,False
7078,faelper,False
7079,jvschamne,False
7080,enzomorselli,Private
7081,alexandreegisleine,False
7082,giulianobruel,True
7083,luiz.amnf,False
7084,leticiadefatima6,False
7085,yokarkle,False
7086,vinha_paula,False
7087,isasampaior,False
7088,rica_alpendre,False
7089,rafam_pacheco,False
7090,ju_zoco,False
7091,ribeir0gabri,Private
7092,guilhermehofmam,False
7093,joaogregoriokrol,False
7094,gabriel_peres09,False
7095,lucasvplima,False
7096,ricardomichelli,False
7097,assafmari,False
7098,sb.gabriella,False
7099,brunabresseler,False
7100,biancamaiasantos,False
7101,andre.serpe,False
7102,thi.anjoss,False
7103,thalita_csimoes,False
7104,carolnov,False
7105,nathaliaprediger,Private
7106,thegreek_freak21,False
7107,minhano.jpg,False
7108,luizsemkiw,False
7109,sancho.taina,False
7110,danieli_segale,False
7111,carlosxfrts,False
7112,fabioh1610,Private
7113,profmaxinie,False
7114,carmennzamba,False
7115,observatoriosistemafiep,False
7116,estevao.brasil,False
7117,troyr.lemkejunior,False
7118,n1colas_5antos,False
7119,luiza_gomide_,False
7120,jhonatanjez,False
7121,carlos.blanger,False
7122,leeonardo_04,False
7123,rick_barros_,False
7124,nic_tada,False
7125,giodmsio,False
7126,_agnesx,False
7127,darah.varela,False
7128,lorenzo_larry_swift,False
7129,manu_rls,False
7130,giulio.iannuzzi,False
7131,bea_triz4657,False
7132,fritz0n,False
7133,vihh__gomes,False
7134,rafaeloao,False
7135,consultores.abap,False
7136,hosanassilva73,False
7137,reboucaslivro,False
7138,carol_petriu,True
7139,comuniqson,False
7140,tiemi.tarui,False
7141,luuiz0303,False
7142,rebeca.svm,False
7143,niks.andre,False
7144,matfiorini,False
7145,shar.peniche,False
7146,dario.lucas_,False
7147,quimicacomfarinha,False
7148,rwg.mac,False
7149,profrhenan,False
7150,marissaguimaraes,False
7151,barocha_,False
7152,gabigarcezduarte,False
7153,joycee_barbara,False
7154,utfpr.pgp,False
7155,fabi_miks,False
7156,massawoners,True
7157,brunadigner,False
7158,gabrielandrade.98,False
7159,dalcingraf,False
7160,lucimaradolfini,False
7161,vitortanoshi,False
7162,raduenzsofia,False
7163,joao_vitor_belo,False
7164,lpd_41,False
7165,_laisefigueiredo,False
7166,mari.guti,False
7167,isaac_frostyup77,False
7168,bia.trixie,False
7169,vitordias2000,False
7170,_matozera,False
7171,amanda.mmeyer,False
7172,_eurenanribeiro_,False
7173,valen_mb12,False
7174,laismesquita.s,False
7175,gab001sb,False
7176,claudineia.apm2017,False
7177,ana.marv.edfisica,False
7178,emily_bianchyni,False
7179,clarabritooh,False
7180,_anajuliabandura,False
7181,marinapzn,False
7182,matheus.o.silvs,False
7183,renanfriggi,False
7184,dudaa__correa,False
7185,andressacastro8955,False
7186,amandaguil_,False
7187,_.guilty.__,False
7188,gustmatheus16,False
7189,kau_oliveir4,False
7190,suellen_carolinee,False
7191,utfpr_memes,False
7192,isa_piffer02,Private
7193,lubtrz,False
7194,juliaag_d,False
7195,julimachado22,False
7196,carolstolz,False
7197,_joaomiyamoto,False
7198,_tipsy_sailor_,False
7199,lucas_augusto_peppes,False
7200,luannabrancalione,False
7201,fabathay,False
7202,carloseadac,False
7203,alinne.f.s,False
7204,_evelaris,Private
7205,yuri_gerhardts,False
7206,turismoufpr,False
7207,ulissesp.machado,Private
7208,angelicaquintana2811,False
7209,herosamx,False
7210,g_lporto,False
7211,bellaseveriano,False
7212,pv.pauladearo,True
7213,kallsartor,False
7214,danifrodriguess,False
7215,pedrokisielewicz,False
7216,gabrielle_fecruz,False
7217,guisaunite,False
7218,caamii_caf,False
7219,mirellymag,False
7220,anyagarbo_,False
7221,carol_minseok,Private
7222,ryann_ssc,False
7223,calimania_oficial,False
7224,daiana.gcosta,False
7225,artmoonsphere,False
7226,ana.tonett,False
7227,joboow_,False
7228,vl.indy,False
7229,raffa_rw,False
7230,hillanylima,False
7231,alana_fae,False
7232,marciorui.eng,False
7233,haroldogxs,False
7234,renan_a_passos,False
7235,nlm.leandro,False
7236,eduardagbernardino,Private
7237,hans_konig9,False
7238,luis.chikiliar,False
7239,ab.figueiredo,True
7240,araujo.juao,False
7241,lucasg_res,False
7242,dirppgcuritiba,False
7243,jeboron,False
7244,leonan_cwb,False
7245,ingrr.d,Private
7246,iannfurtado,False
7247,mchaves_99,False
7248,prof.tayson.teles,False
7249,kawanadoacre,False
7250,pedagogaelizetemarques,False
7251,julio_filho2222,Private
7252,marrecofofo_,False
7253,melolucinda,False
7254,digomorais3,False
7255,biazimovski,False
7256,singularpsicanalise,False
7257,tatiane_franca92,False
7258,luciane_fidelis_silva,False
7259,paulasucheuski,Invalid
7260,luizguilhermepicinin,False
7261,kutieratech,False
7262,esterwonsik,False
7263,correiiajv,False
7264,babimoravski,False
7265,beatmoretti98,False
7266,georgiaalves__,False
7267,jonathanprateat,False
7268,tolefl,False
7269,ppgcont.ufpr,False
7270,biabaggio_,False
7271,eliabeg1994,False
7272,10112001f,False
7273,mblira297,False
7274,wellintofbjj,False
7275,morgss_1994,False
7276,caiogbriel,False
7277,o_furlano,Error
7278,carolina.machu,False
7279,cintiayegerfreitas,False
7280,merilinhow,False
7281,ivonebtonin,False
7282,dennys.nascim,False
7283,gilsonwoginski,False
7284,dirceps_,False
7285,deise_bissoloti,False
7286,matheushass_,False
7287,piassa__,False
7288,tays.vitoria1,Private
7289,rssandel,False
7290,dehmais_,False
7291,naominozu,Private
7292,demiratoni,True
7293,mariaewillemann,False
7294,leostatii,False
7295,jessygubert,False
7296,nathalisantoro,False
7297,alexandreandrade1973,False
7298,luhlimaaa_,Error
7299,sapa_t1,False
7300,_cami_gawlak,False
7301,letriiicia,False
7302,adryanncastro,False
7303,andre_pizzatto,False
7304,suzana.haas,Private
7305,alicicia_2022,False
7306,diogo_lima_001,False
7307,giovanigvidal,False
7308,lvbohrer,False
7309,helio.martins79,False
7310,lediane.braz.rodrigues,False
7311,direitoestudante7p,False
7312,cc_pr_curitiba,False
7313,flmarcondes,False
7314,pviniciusmr,False
7315,_isah_mattos,True
7316,didi_pipoqueiro,False
7317,cesthais,Private
7318,matdreamo,False
7319,silvapauloc08,False
7320,ju_liamsc,False
7321,hashtagcincomeia,False
7322,__camillasouzaa,False
7323,jeison_pinheiro,False
7324,calebessauro,False
7325,goddamngui,False
7326,evydeff,False
7327,bela.ribe,False
7328,gabfranc0,False
7329,dioneegi,False
7330,amanda_zendra,False
7331,ass.estudantesderp,False
7332,airtonbarrete,Private
7333,rafael.arthur.7,False
7334,ev_riva,False
7335,iggor_d.b,False
7336,santhi_go_,False
7337,l.adrieft,False
7338,o.gavo,False
7339,brandongabrielpereira,False
7340,rogge_lucas,False
7341,vitor.hugo.brito,False
7342,gabriellacdornelles,False
7343,gutierrez.felipe.d,False
7344,szpolli,False
7345,gabihferreira.o.f,False
7346,marcyy_vargas,False
7347,pedrohenriquefarinadossantos,False
7348,fox__bre,False
7349,gabi_danielski,False
7350,rosanefae,Private
7351,palletdoja,False
7352,__gabrielhsilva,False
7353,thiagoo_honorio,False
7354,harumi_sofih,False
7355,ovagmelo__,False
7356,_shaay_ene,False
7357,beca.costa,False
7358,hugosakumaa,False
7359,mirian_desplanches,False
7360,ron_paiva,False
7361,bruna_olivieri,False
7362,rabeloo_gab,False
7363,vitorpietruk,False
7364,lara.pelogia,False
7365,anab_desanoski,False
7366,ajulia_bueno,False
7367,alinesanfelici,False
7368,marichagas.upes,Invalid
7369,mathsr10,False
7370,bnfernandes92,False
7371,larissatavares003,False
7372,not.hayta,False
7373,lucas.brusch,False
7374,bubble.ella,True
7375,sarah._.goncalves,False
7376,francislostdog,True
7377,carmelmilla,False
7378,_carolgdo,False
7379,carlinhacw,False
7380,alinefcastro_,False
7381,marianaigeski,False
7382,nicolly.ds,False
7383,simeaoo_,False
7384,hs.pedroo_,False
7385,sidjunior_,False
7386,jean.rossato,False
7387,amacinrm,False
7388,lucasgviazdeck,False
7389,caminho_da_aprendizagem.chapa4,False
7390,colegiosertaozinho_88,False
7391,thuibarreto,False
7392,gremio.leoesdebagda,False
7393,martins.paula_,False
7394,ememelchiors,False
7395,marisawosch,False
7396,maira.cordeiro.9615,False
7397,pri.diasmb,False
7398,edi.kirchbauer,False
7399,esa_eng_ambiental,False
7400,or4h_deb,False
7401,laurah.oliveira.a,False
7402,utfprvida,False
7403,hneves_p,False
7404,caikob_,False
7405,isabela_matoso_,False
7406,vaneeeer_,False
7407,khaphilos,Invalid
7408,_duarte.f,False
7409,sktnemer_paixao,False
7410,carlosrolimdemoura,False
7411,mig_morelli,False
7412,lenny_educadora_financeira,False
7413,correia_ke,False
7414,cauechess14,False
7415,giii.ovanna_,False
7416,jullianafae,False
7417,looh_zonta,False
7418,julialbs,False
7419,paulawessling,False
7420,greeymarcelle,Private
7421,ffer_camargo,False
7422,drika_dgn,False
7423,kicki_camillo,False
7424,samuelsopchuk,False
7425,fireeventoscwb,Invalid
7426,joaooo_felipe,False
7427,nick__orocha,False
7428,maggie_limaaa,True
7429,aryadni_santos,False
7430,joel.augusto,False
7431,adriani_delfino,False
7432,_joao__maia,False
7433,gabi_cosplaycwb,False
7434,o.serrador,True
7435,bia.grande,False
7436,yan_ctk,False
7437,beatriz.machao,False
7438,g.lago72,False
7439,deadricardo,False
7440,waleskacspacheco,False
7441,neltonalmeida,False
7442,ojonatansilva,True
7443,nice2756,Private
7444,gatodecadadiaut,False
7445,unsnatched_nosferatus,False
7446,naeh_lima,False
7447,e_ster.rod,False
7448,filyiipi,False
7449,carlacarlinhe,False
7450,sounalusantos,False
7451,floraclarissa1,False
7452,__choco.cookie__,False
7453,anajuliabernardo_,False
7454,matematicando369,False
7455,gabiarceno_,False
7456,michelmoura,False
7457,jairospjr,False
7458,gabitomio,False
7459,gizaraa,False
7460,navarroval2671,False
7461,agatha_macena,False
7462,matuniversitaria,True
7463,_alinerossa,False
7464,marcellepergon,Invalid
7465,onofre_settembrini,False
7466,ana_lia_lapa,Private
7467,caiojadiel,False
7468,_marinaffuhr,False
7469,lukas.so,False
7470,mariakuliknakasone,False
7471,je.zima,False
7472,dmedeiroscwb,False
7473,luiz_bolzon,False
7474,anajubtt,False
7475,lauramuninr,False
7476,astronomiaparacriancas,False
7477,luisalmeida_hc3,False
7478,edsonmassaoishikawa,False
7479,pedrocalixto84,False
7480,maratonadeprogramacao,False
7481,ummenin0_triste,False
7482,liguiaparana,False
7483,erik.cordeiroo,False
7484,feira.utfprpb,False
7485,mariajoselmapacheco,False
7486,pgspottedutfpr,False
7487,camigrass,False
7488,edmar_czelusniak,False
7489,p_michelano,False
7490,karlahohmann_,False
7491,respiraprofessor,False
7492,alexandrepilad,False
7493,livia_nobre19,False
7494,rafael_bor,False
7495,landrvito,False
7496,anasilveirasz,False
7497,gotadelimon,False
7498,duda.doarda_,False
7499,edi.carlos.pedroso,False
7500,alvespedro__56,False
7501,isaalisboaa,False
7502,l.vitoria07,False
7503,br.unobose,False
7504,julia_koene17,Private
7505,barbara_montiell,False
7506,rmattge,False
7507,cidadeamigadapessoaidosapb,False
7508,nipalucoski_,Private
7509,mayy_bernardina,False
7510,guibraholcka,False
7511,reginap.cruz,False
7512,isa_spadari,False
7513,harisonjeann,False
7514,vittozanettii,Private
7515,lucas_zks,False
7516,sidney_jr75,False
7517,bruh_rm,Private
7518,elcilane_araujo,False
7519,perrito_pelotudo,False
7520,irisfernanda26,False
7521,luiz.otav1o,False
7522,carlos_gracianoo,False
7523,guigolhermes,False
7524,gizacchi_,False
7525,mat.camillo,False
7526,saulo.hs,False
7527,sousadiena,False
7528,jubs_smuniz,False
7529,thomasmp_,False
7530,lerixchevonica,False
7531,ana.kufner,False
7532,cwb_madur,True
7533,eco.edulab,False
7534,ferraz_juliaaa,False
7535,biomol_utfpr_dv,True
7536,vick_isa_,False
7537,andre_roberto_guerra,True
