Unnamed: 0,follower,visited
11518,anamarch_,False
11519,luisfelipefari,False
11520,_gabrielcamposs_,False
11521,edu_radatz,False
11522,augusto_bredariol,False
11523,caiohwiselowski,False
11524,marianatriachini,False
11525,emmersonaraujo,False
11526,otavio_mancio,True
11527,albertoreis1,False
11528,bschettini05,False
11529,jonathas.torquato,False
11530,pauloo__lopes,False
11531,maarimonteiro_c,False
11532,pami.souzaa,False
11533,luh1to,False
11534,amandahemp,False
11535,ddebor4,False
11536,felipe._.ryan,False
11537,du_segoa,Private
11538,bruna.oenning,False
11539,katiackleemann,False
11540,jgabriel_hessel,False
11541,thi_poleto,False
11542,beatriz_candia,False
11543,carlo_brabo,False
11544,ivannakatani,False
11545,gustavo_s_pfeifer__,False
11546,antoniobrito00,False
11547,felipekfk,False
11548,guisilvestrin,False
11549,arbo_dan,False
11550,mip_fernandes,False
11551,caiofora,False
11552,viniciuspinheir0,False
11553,nikolas_lf02,False
11554,lucasmacalossi,False
11555,maahbatistaa_,False
11556,larissavieira5,False
11557,carluzinha,False
11558,diego_ragassi,False
11559,capote.bo,False
11560,viniciusboller,False
11561,lorena.zc,False
11562,djmuris,False
11563,arthurlemos,False
11564,isaac_guiotto,False
11565,inarajarzinski,False
11566,matheusmoura.lp,False
11567,schneidermaju,False
11568,leo_witt9,False
11569,vileloo,False
11570,carol.gpe,False
11571,__lucassmartins,False
11572,khalifera,False
11573,pedro.s8uza,False
11574,gaspar_rafa,False
11575,joaop_mafra,False
11576,nilt_oliveira,False
11577,venisios_,False
11578,renang.machado,True
11579,ana.gvalesi,False
11580,jowsue,False
11581,_helmer,False
11582,gusesba,False
11583,julialve_s,False
11584,matheusorsinii,False
11585,isa_arriagada,False
11586,alicefilipak,True
11587,mirellaccarrilho,False
11588,maybejuuh,False
11589,_be.stg_,False
11590,enricozanferrari,False
11591,rodrigo.moliani,True
11592,panqueca_galatica,False
11593,pedrorratton,False
11594,giulli_mariah,False
11595,gabrieldmelo27,False
11596,lola.nalio,False
11597,dani.apc,False
11598,juliagrinr,False
11599,vitor.rios_,False
11600,anna.ravazzi,False
11601,mariustamaia,True
11602,robertapelissaririzzo,False
11603,claudia_kloss,False
11604,julia_katully6,True
11605,danrlei_,False
11606,mahferr,False
11607,lu_ampuero,False
11608,gi_barossi,False
11609,mini.demonio,False
11610,helenacolino,False
11611,nataliaxduran,False
11612,brendaramoa,False
11613,maisa.bf,False
11614,isaah2408,False
11615,lenon_assunc,False
11616,gabs.wiatek,False
11617,isacrslima,False
11618,im_thss,False
11619,sarahgiora,False
11620,sarah__rds_,False
11621,dani.ferreiradossantos,False
11622,anaaplz,False
11623,gabysalmoria,False
11624,_lee30,False
11625,alan.eduardo.w.w,True
11626,lucasdeepaula,False
11627,ju.liafaust,False
11628,henriquemosson,False
11629,josianeandreatta,False
11630,pcarol.n,False
11631,igoroudelucca,False
11632,inalaurr,False
11633,amanda_brbz,False
11634,_obama,False
11635,guipsilva,False
11636,marisrubim,False
11637,thiagoy123,False
11638,mbanegocios_utfpr,False
11639,mbalogistica_utfpr,False
11640,b_alecksander,False
11641,gestao_locacao,False
11642,fariasmateuss,True
11643,mandsollg,False
11644,emanuel_amorim_,Private
11645,mandxxhp,False
11646,10matheeus,False
11647,andreapeschvargas,False
11648,ederfelipemc,False
11649,felipesant96,False
11650,leticia_munhao,False
11651,antonigcaetano,False
11652,steycez,False
11653,ur_antoniel,True
11654,life_of_a_social_scientist,False
11655,juarezfioravantifilho,Private
11656,lucasjjeronimo,True
11657,meninasexatasufpr,False
11658,gabriel_rdas,False
11659,rosemeirevargas,False
11660,bobkonara,False
11661,monicagulczynski,False
11662,neusa_bernardino,False
11663,mgcgp,Private
11664,matias0159,False
11665,ccaldeira.treinador,False
11666,adrianamargulski,False
11667,brtok,False
11668,random.cwb,Private
11669,guilhermehdo_,False
11670,emilsonfisica,False
11671,ace_ufpr,False
11672,marisagomesrodri,False
11673,santos_roger888,False
11674,nandasdpaula,False
11675,aaline.ramos,False
11676,gerandomulheres,False
11677,mubesters,False
11678,dziobahk,False
11679,mathe.buenno,False
11680,marinadarosa.86,Private
11681,caef.utfpr,False
11682,torneiostart,False
11683,selma.mmendonca,False
11684,aprendacomnonda,False
11685,quezia_camacho,False
11686,candy_greice,False
11687,ppgicp,False
11688,chapaursula2020,False
11689,chapatecendoamanha,False
11690,fernandozageski,False
11691,gustavus.dev,False
11692,ga.briel_fv,False
11693,uniappbrasil_,False
11694,elis.lobo.schi,False
11695,annaluciavoros,False
11696,ccbp.parana,False
11697,cdp_utfprct,False
11698,mariana.prests,False
11699,sprintcuritiba,False
11700,ana.hierro,False
11701,coletivoenedinaalves,False
11702,julyanagreboggi,False
11703,ordemdosdoces,False
11704,lcbarzotto,False
11705,hortasurbanasutfpr_ct,False
11706,larikummer,False
11707,cursodeadministracaoutfpr,False
11708,hvmaciel,Deleted
11709,ppgautfpr,False
11710,n.lari_,Error
11711,aasoctavio,False
11712,segredosutfpr,False
11713,pedro.pc94,False
11714,menollisimone,False
11715,dadinutfpr,False
11716,vicentinifla,False
11717,andressacmonego,False
11718,deciaemcia,False
11719,danieluiliam,False
11720,zanellobroskasonia,False
11721,cabinedefotosflashshow,False
11722,arquivoarquitetura,False
11723,henriknapp,False
11724,matheus_ribeiro_idr,False
11725,fritoli_tassia,False
11726,laisgn_,False
11727,chicofransicso,False
11728,matheus_f_dario,False
11729,meremirrors,True
11730,maikonbelemer,True
11731,beatsmotta,True
11732,gustavopellanda,False
11733,__ateneia,False
11734,bruno.dolinski,False
11735,camargo_all,False
11736,jordaoitalo,False
11737,wasteofskinn,False
11738,k.retroart,False
11739,marilenetmx,False
11740,badgelgigi,False
11741,seciukpaula,False
11742,bruno.r.borges,False
11743,v_fochesatto,False
11744,paula_lancheros,False
11745,falamaluko,False
11746,jp.ribeiro,False
11747,k100jr,False
11748,marilia_aamaral,Private
11749,hwlguuh,False
11750,liaadilce,False
11751,pedro.henrique3068,False
11752,cacto_ej,False
11753,drisana___,False
11754,gabrielber,False
11755,trindade3352,Private
11756,snchs.gb,False
11757,stmoreira_17,False
11758,ssguuu,False
11759,guibazzotti,True
11760,claradiasmelo,False
11761,samucagonzaga,False
11762,thiago_maverick,Private
11763,sarah_penkal,Private
11764,joaovc764,False
11765,jugimouski,False
11766,itzbazot,False
11767,eduardobortotti,False
11768,ericc_machado,True
11769,morigatou,False
11770,diegokrik,False
11771,mercurioisthenewearth,Invalid
11772,ludmilacruzs,False
11773,leticiabstln,False
11774,luizprust,False
11775,napolucas,False
11776,gabsuel_,False
11777,alinegneumann,False
11778,jeangmss,True
11779,erika_burei,False
11780,viniciusiank,False
11781,rogger_gomes2023,False
11782,tolertiago,False
11783,annac_os,False
11784,decateria,True
11785,paulo.mark,Error
11786,bcajo,False
11787,dias.rafael.silva,False
11788,dell_pernambuco,False
11789,itamar_vc,False
11790,gubahhh,False
11791,jhonata_fellipe,False
11792,guizao.dev,False
11793,viniculus,False
11794,gabitaquegami,False
11795,ca.magnani,False
11796,rafaela.brunaa,False
11797,samucaeb,False
11798,leopurcote,False
11799,luhag.s,False
11800,ana.kmk,False
11801,patrosque,True
11802,helobenthiem,False
11803,mendesdmariana,False
11804,indy_270299,False
11805,natymoreira__,False
11806,lj.pereira_,False
11807,carol_sfer,False
11808,vitorfleck,False
11809,victorslimaa,Private
11810,taixmendes,False
11811,ber_schafer,Private
11812,joaopra_,False
11813,g_koller,False
11814,juvilelajj,False
11815,junior_okumura,False
11816,felippe_nadolny,False
11817,alan.nasc1,False
11818,luisinho01,False
11819,lucasricz,False
11820,bruno_fontebom,False
11821,handrei_hm,False
11822,iamarthurcantarin,False
11823,isabelhaiducki,False
11824,samaramelissas,False
11825,pedroluisxs,False
11826,cesaraugtk,False
11827,jua1debarro,False
11828,gus_serbena,Private
11829,emilias_utfpr,False
11830,valissapaiva,False
11831,lucianosrp,Private
11832,felipesolob,False
11833,utfprld,False
11834,higor_ferreira.s,False
11835,barcelo_bia,False
11836,catron.utfpr,False
11837,binhooucj,False
11838,scollaropurkota,False
11839,pedro.ramos.cunha,False
11840,bailedeinvernoifpr,False
11841,tiagodon3,Private
11842,jeise.souza,False
11843,_marinavasco,False
11844,mathiasschi,False
11845,celia_bojarczuk,False
11846,wierly,False
11847,thiagolucas3,False
11848,proem.ap,False
11849,maayume,False
11850,modelariautfpr,True
11851,sollarias,Invalid
11852,alyssonkaique,False
11853,bateriamaleficoz,False
11854,felipe_lobato,False
11855,sinapseufpr,False
11856,paulocesarhora,False
11857,sarah.guebuoos,False
11858,antoniassi,Private
11859,caabs_utfpr,False
11860,mari_mborges,False
11861,mauriciluzia,False
11862,ann.a__ca,False
11863,ismael_scheffler,False
11864,diego_mainardes,False
11865,sonequinha.utfpr,True
11866,sicoobcoopemesp,False
11867,aurelio_hiro,False
11868,leticiapiagge,False
11869,milena_camargo,Private
11870,formulautfpr,False
11871,camilebranco2,False
11872,asouza70,False
11873,larissaoliveiraverderio,False
11874,iaramagrinelli,Private
11875,leocarvalh.o,False
11876,camipinheiro_,False
11877,jigui_hessel,False
11878,okkillmyselfie_,False
11879,bob_duda,False
11880,zylipe,False
11881,murilo_has,False
11882,ovenbird3d,False
11883,rafaelanovaski,False
11884,musica_e_luz,False
11885,barzonus,False
11886,popadiukt70,False
11887,aragao.sviech,False
11888,rafaimoski,False
11889,stellageest,Private
11890,_baarbarella_,False
11891,keissy__santos,False
11892,mathmgfs,False
11893,anamedina.art,False
11894,mkautfpr,False
11895,lucas.j.ferreira,False
11896,computaria_ct,False
11897,radio.playutf,False
11898,l3oliveira,False
11899,luiimot,False
11900,pretomiranda2019,False
11901,lucasyr91,True
11902,linksnucleodedanca,False
11903,petcoce_utfpr,True
11904,fialholivia,False
11905,anaknopik,False
11906,theanalet,False
11907,liviiacs,False
11908,jenibubniak,False
11909,anaamalialenhardt,False
11910,coimbralago,False
11911,maricoelho__,False
11912,sgodioso,False
11913,nycollesenk,False
11914,douglascordeirosouza,False
11915,fmadalossovieira,False
11916,silvanawein,False
11917,annazliston,False
11918,thiagocomfome,False
11919,hzwendell,False
11920,heriveltonj,False
11921,souzalison,False
11922,talipetit,False
11923,camiferreirablt,False
11924,valeria.oliveira.santos,False
11925,ricardo_ferraz_,False
11926,leaclab,Invalid
11927,joaopedrogalera,False
11928,felipe_marconcin,False
11929,pheejarschel,False
11930,adhricomh,False
11931,mneryc,False
11932,kelvinmb,False
11933,dhafnator,Private
11934,alionking_04,False
11935,hello.m.r,False
11936,ericalves.jpg,False
11937,dybas_luiz,False
11938,faafabi,False
11939,naniscandywiges,False
11940,ale.ths,False
11941,roberta_gma,False
11942,marianatutstuts,Private
11943,carminhagsr,False
11944,photocopycwb,False
11945,imperadorutfpr,True
11946,allanmmohr,False
11947,doces_mahju,False
11948,artesfestaspr,False
11949,jonatasms2013,False
11950,coeduardo,False
11951,daacel,False
11952,melsenglishclub,True
11953,heloisaviotti,False
11954,analusorbara,False
11955,m_maroda,False
11956,liv_cabral,False
11957,pedro_servelo,False
11958,fernando.sincero,False
11959,juliana.vidal_,False
11960,gabrielhrysay,False
11961,matth_seth,False
11962,rodoxer,False
11963,cantutfpr,False
11964,kiyota_mori,False
11965,utfprsustentavel,False
11966,enaldooliveira11,False
11967,geisibely_,Private
11968,grietter,False
11969,gabimuller_,False
11970,karol.penteado,False
11971,graspaingres,Private
11972,gabrieelplg,False
11973,pos_utfpr,False
11974,jaime_hamann,False
11975,admetralhas,False
11976,ticiamaciel,False
11977,eng_arthur,False
11978,_kaauoliveira,True
11979,yuri.kasper,False
11980,pet.politicaspublicas,False
11981,mendelsdocel,False
11982,myke.huk,False
11983,tetis_s2,False
11984,isa_redmerski,False
11985,maddumatie,False
11986,mxdsxn,False
11987,djenyfer_fernandes,False
11988,_pequena.ana,False
11989,andreprzybycien,False
11990,sabrina.uchoa,False
11991,johnpcm,False
11992,lisslindsay_,False
11993,unicksc8,False
11994,draeciogois,False
11995,gabrielaholtman,False
11996,marynds,False
11997,carinarau,False
11998,rod1pop,False
11999,nubex.lima,False
12000,saemutfpr,False
12001,vldel,False
12002,marisfialho,False
12003,mariaalineveiga,Private
12004,aeroutfprcuritiba,False
12005,ouvidoriageraldautfpr,False
12006,akcel_prm,False
12007,docitoskulicz,True
12008,cri_luiz,Private
12009,victorigino,False
12010,cenibrac,False
12011,marquesalvarojose,False
12012,bandeiravics,False
12013,renato_augusto3,False
12014,speed_copias,False
12015,n_guimaraes11,False
12016,martins_vitu,False
12017,maicoornelas,False
12018,dryange,False
12019,rdeducadorfinanceiro,False
12020,julilemos,False
12021,ceciliarechegarcia,False
12022,primcristina,False
12023,dharian4,False
12024,roberto_krauss,False
12025,patricia_fer,False
12026,doug.mcwb,False
12027,gica_moutinho,False
12028,psicologa.aliciacurado,False
12029,indigo.xyz,True
12030,luan.rechetelo,False
12031,kkau_andrada,False
12032,andreluiscwb,False
12033,eder.jasinski,False
12034,maldanereng,False
12035,jessicabriski,False
12036,marciasl66,False
12037,ganacim,False
12038,claudiabmjm,False
12039,loanawandrowelzti,Private
12040,olga_bagatin,False
12041,wandnovais,False
12042,literaturaparavestibular,False
12043,andersoncaetanopaulo,False
12044,atom.knight,False
12045,cristiano_de_sales,False
12046,cristianovanelli,False
12047,m_viniribeiro,False
12048,miguelchagas_n,False
12049,_amandafcr,False
12050,gilmar_montargil,False
12051,mivankio,False
12052,neh.rodrigues,False
12053,matweiland,False
12054,unifespoficial,False
12055,ifcecrateus,True
12056,megustawine,False
12057,daiaradyba,True
12058,majumilo,False
12059,cimco_utfpr_pb,False
12060,atalita_alves_chrisostomo,False
12061,vida.e.poema,False
12062,polianap.santos,False
12063,coleabracoacessibilidade,False
12064,ca_agronomia,False
12065,alana_pellanda,False
12066,deocresio,False
12067,corotinacabeca,False
12068,laissebben.photography,False
12069,tialmeida,False
12070,gabriel.geraldo.7,False
12071,leotonon02,Private
12072,lucasgcarneiro,False
12073,oishiibr,False
12074,polifoniapod,False
12075,ui_repetski,False
12076,dougguerhart,False
12077,accte,False
12078,overusjr,False
12079,modinez_carlos,False
12080,ppgq_utfpr,False
12081,diogomcd,Private
12082,rubenslech,False
12083,chantiliv,False
12084,soraiazaioncz,False
12085,dceutfpr.curitiba,False
12086,renatoaugustomachado,False
12087,marciogiacomello,False
12088,carlos.carvalhoj,False
12089,silviaameliabim,False
12090,isastresser,False
12091,dayane.mey,False
12092,oscar_drummer,False
12093,ozakiemiko,False
12094,bianca_sousa08,True
12095,piranvp,False
12096,denizaodamassa,Private
12097,filipe.ieski,False
12098,elasan84,False
12099,italacoelho,False
12100,fe.m.franco,False
12101,gabriel.arbigaus,False
12102,henkgreidanus,False
12103,vini_inoue,False
12104,jhowfre,False
12105,jjanuari0___,False
12106,ajosicarvalho,False
12107,carla.chiarello,False
12108,tuviuemsantos,False
12109,peteco_utfpr,False
12110,giwozniak,False
12111,vanessa.ep,False
12112,belamaldonado,False
12113,allanaarm123,False
12114,analucia_015,False
12115,aaa.maleficoz,False
12116,lucasrgorgulho,False
12117,cimcocuritiba,False
12118,stech.2019,False
12119,dr.greenplants,False
12120,thiago.morais.carlos,False
12121,orobocigano,False
12122,guilherme.a.schneider,False
12123,nanah65,False
12124,debora96.oliveira,False
12125,karla_andreapl,False
12126,leandrobomer,False
12127,m.destefani,False
12128,pedro.apts,False
12129,suellendavinci,False
12130,gab1andr4de,False
12131,adryel_leao,False
12132,kaoane.n,False
12133,browniesdobado,False
12134,kauhanysouza,False
12135,inkutober,False
12136,marcinicodem,False
12137,let.couto,False
12138,_spadeiaerenata_,False
12139,gicamoutinho,False
12140,lusypczuk,False
12141,bizonbruno,False
12142,luiz.gsc,False
12143,schlogl13,False
12144,cris_abrami,False
12145,sargento_adilson_87,False
12146,hamburgueradois,False
12147,alessandro.c97,False
12148,giuptra,False
12149,frannilustra,False
12150,extensaoct.utfpr,False
12151,criativeseutf,False
12152,orossetim,False
12153,readati,False
12154,evertonbastos1987,False
12155,viniciusclm,False
12156,mikosz1,False
12157,carolinabatina,Private
12158,bilopescruz,False
12159,maluprof,False
12160,aureaniada,False
12161,franciihernandes,False
12162,_amandabelle,Private
12163,gusz_lightyear,False
12164,marcosflorczak,False
12165,caeln.utfpr,False
12166,riciely_fferrareze,False
12167,marcos_antonio.sever,False
12168,adriele.cts,False
12169,carlamaiewski,False
12170,meckosiak,False
12171,akira.franca.maekawa,False
12172,emaucais,False
12173,juuhmoreiral,False
12174,ranovinski,False
12175,marcos.areis,False
12176,muraramaurojose,False
12177,rene_l.s,False
12178,barbosa.israelutf,False
12179,dceestadualutfpr,False
12180,leandro.w.pereira,False
12181,ricardo_rdsilva,False
12182,regianeholowka,False
12183,denise_brancher,False
12184,naiaramarquues,False
12185,ldorini,False
12186,karenvanderbroock,True
12187,tangriani,False
12188,heitor.m_,False
12189,carad.utfpr,False
12190,mattedinger,False
12191,thali_vargas,False
12192,anacarolina.caldas,False
12193,jonathan.faria.31,False
12194,zm.tuto,Invalid
12195,vteixeira_s,False
12196,isabelaluizams,False
12197,d_braznick,False
12198,dalet_ct,False
12199,rp_klaine,False
12200,lary_seolin,False
12201,vinacabral,False
12202,iamsams_,False
12203,thiagoramin,False
12204,neumaralbertoni,False
12205,curitibacidademaravilhosa,False
12206,pichorim,False
12207,oseiassantosdeoliveira,False
12208,erick_bferreira,False
12209,eduardosimoninip,False
12210,jv.moinho,False
12211,marciele_filippi,False
